analysis_id,session_id,scenario_id,scenario_family,data_source,capture_scenario,risk_label,encryption_plaintext,encryption_starttls,encryption_implicit,deprecated_tls,weak_cipher,expired_cert,not_yet_valid_cert,weak_key,auth_before_tls,tls_upgrade_failed,pfs_missing,self_signed,protocol_smtp,protocol_imap,protocol_pop3,critical_count,high_count,medium_count,low_count,tls_handshake_observed,certificate_observed,starttls_command_observed,authentication_observed,session_truncated,asymmetric_capture
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0019,partial_auth_not_observed_0019,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0019_partial_auth_not_observed_0019,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0020,partial_auth_not_observed_0020,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0020_partial_auth_not_observed_0020,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0021,partial_auth_not_observed_0021,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0021_partial_auth_not_observed_0021,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,1.0,0.0,0.0,,,,,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0022,partial_auth_not_observed_0022,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0022_partial_auth_not_observed_0022,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0023,partial_auth_not_observed_0023,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0023_partial_auth_not_observed_0023,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0024,partial_auth_not_observed_0024,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0024_partial_auth_not_observed_0024,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0025,partial_auth_not_observed_0025,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0025_partial_auth_not_observed_0025,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0026,partial_auth_not_observed_0026,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0026_partial_auth_not_observed_0026,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0027,partial_auth_not_observed_0027,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0027_partial_auth_not_observed_0027,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0028,partial_auth_not_observed_0028,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0028_partial_auth_not_observed_0028,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0029,partial_auth_not_observed_0029,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0029_partial_auth_not_observed_0029,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0030,partial_auth_not_observed_0030,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0030_partial_auth_not_observed_0030,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0031,partial_auth_not_observed_0031,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0031_partial_auth_not_observed_0031,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0032,partial_auth_not_observed_0032,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0032_partial_auth_not_observed_0032,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0033,partial_auth_not_observed_0033,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0033_partial_auth_not_observed_0033,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0034,partial_auth_not_observed_0034,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0034_partial_auth_not_observed_0034,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0035,partial_auth_not_observed_0035,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0035_partial_auth_not_observed_0035,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0036,partial_auth_not_observed_0036,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0036_partial_auth_not_observed_0036,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0037,partial_auth_not_observed_0037,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0037_partial_auth_not_observed_0037,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0038,partial_auth_not_observed_0038,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0038_partial_auth_not_observed_0038,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0039,partial_auth_not_observed_0039,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0039_partial_auth_not_observed_0039,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0040,partial_auth_not_observed_0040,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0040_partial_auth_not_observed_0040,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0041,partial_auth_not_observed_0041,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0041_partial_auth_not_observed_0041,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0042,partial_auth_not_observed_0042,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0042_partial_auth_not_observed_0042,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0043,partial_auth_not_observed_0043,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0043_partial_auth_not_observed_0043,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0044,partial_auth_not_observed_0044,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0044_partial_auth_not_observed_0044,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0045,partial_auth_not_observed_0045,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0045_partial_auth_not_observed_0045,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0046,partial_auth_not_observed_0046,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0046_partial_auth_not_observed_0046,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0047,partial_auth_not_observed_0047,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0047_partial_auth_not_observed_0047,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0048,partial_auth_not_observed_0048,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0048_partial_auth_not_observed_0048,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0049,partial_auth_not_observed_0049,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0049_partial_auth_not_observed_0049,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,1.0,0.0,0.0,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0050,partial_auth_not_observed_0050,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0050_partial_auth_not_observed_0050,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0051,partial_auth_not_observed_0051,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0051_partial_auth_not_observed_0051,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0052,partial_auth_not_observed_0052,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0052_partial_auth_not_observed_0052,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0053,partial_auth_not_observed_0053,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0053_partial_auth_not_observed_0053,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,1.0,0.0,0.0,,,,,,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0054,partial_auth_not_observed_0054,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0054_partial_auth_not_observed_0054,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0055,partial_auth_not_observed_0055,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0055_partial_auth_not_observed_0055,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0056,partial_auth_not_observed_0056,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0056_partial_auth_not_observed_0056,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0057,partial_auth_not_observed_0057,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0057_partial_auth_not_observed_0057,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0058,partial_auth_not_observed_0058,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0058_partial_auth_not_observed_0058,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0059,partial_auth_not_observed_0059,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0059_partial_auth_not_observed_0059,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0060,partial_auth_not_observed_0060,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0060_partial_auth_not_observed_0060,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,1.0,0.0,0.0,,,,,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0061,partial_auth_not_observed_0061,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0061_partial_auth_not_observed_0061,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0062,partial_auth_not_observed_0062,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0062_partial_auth_not_observed_0062,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0063,partial_auth_not_observed_0063,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0063_partial_auth_not_observed_0063,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,1.0,0.0,0.0,,,,,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0064,partial_auth_not_observed_0064,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0064_partial_auth_not_observed_0064,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,1.0,0.0,0.0,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0065,partial_auth_not_observed_0065,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0065_partial_auth_not_observed_0065,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0066,partial_auth_not_observed_0066,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0066_partial_auth_not_observed_0066,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0067,partial_auth_not_observed_0067,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0067_partial_auth_not_observed_0067,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0068,partial_auth_not_observed_0068,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0068_partial_auth_not_observed_0068,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,CRITICAL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0069,partial_auth_not_observed_0069,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0069_partial_auth_not_observed_0069,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0070,partial_auth_not_observed_0070,ANALYSIS_PARTIAL_AUTH_NOT_OBSERVED_0070_partial_auth_not_observed_0070,PARTIAL_CAPTURE_AUTH_NOT_OBSERVED,PARTIAL_CAPTURE_CHALLENGE,AUTH_NOT_OBSERVED,MEDIUM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
